,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
189,15.8,13.8,13.3,36.5,19.6,27.3,17.7,36.7,29,31.7,49.6,64.3,21.3,28.5,46.6,33.2,33.6,41.4
190,20.2,18.2,17,39.1,21.1,35.5,24,52.5,39.6,43.9,72.4,109.2,27.5,37.8,75.4,47.3,56.7,62.5
191,19.7,17.7,16.5,38.8,20.9,34.5,23.2,50.4,38.3,42.3,69.4,103,26.8,36.6,71.5,45.4,53.5,59.7
192,19.4,17.4,16.3,38.6,20.8,34,22.8,49.5,37.6,41.6,68,100.1,26.4,36.1,69.6,44.6,52,58.4
193,24,22.1,20.1,40.9,22.2,42.5,29.5,67.2,49.1,54.9,94,157.4,32.8,45.9,105.1,60.3,81.4,83.1
194,25,23.1,21,41.4,22.5,44.4,31.1,71.2,51.6,57.9,100.1,171.8,34.2,48.2,113.8,63.9,88.7,89
195,22,20.1,18.5,40,21.6,38.8,26.6,59.4,44.1,49.1,82.5,131.1,30,41.7,89,53.4,67.9,72.1
196,,,,,,,,,,,,,,,,,,
197,24.7,22.8,20.7,41.2,22.4,43.8,30.5,69.9,50.8,56.9,98,166.8,33.7,47.4,110.8,62.7,86.2,87
198,23.4,21.5,19.7,40.7,22,41.5,28.7,64.9,47.6,53.2,90.6,149.5,32,44.7,100.3,58.3,77.4,79.9
199,26,24.2,21.9,41.8,22.7,46.4,32.7,75.6,54.4,61.1,106.6,187.5,35.7,50.5,123.3,67.8,96.8,95.3
200,,,,,,,,,,,,,,,,,,
201,20.6,18.6,17.3,39.3,21.2,36.3,24.6,54.1,40.6,45.1,74.7,114.1,28.1,38.7,78.5,48.7,59.2,64.7
202,24.4,22.5,20.5,41.1,22.3,43.2,30.1,68.7,50,56,96.3,162.6,33.3,46.8,108.3,61.6,84.1,85.3
203,19.7,17.7,16.5,38.8,20.9,34.5,23.2,50.4,38.3,42.3,69.4,103,26.8,36.6,71.5,45.4,53.5,59.7
204,26.5,24.7,22.3,42,22.9,47.3,33.4,77.7,55.7,62.7,109.7,195.2,36.4,51.6,127.9,69.6,100.7,98.3
205,26.4,24.5,22.1,42,22.8,47,33.1,76.9,55.2,62.1,108.6,192.3,36.1,51.2,126.2,69,99.3,97.2
206,31,29.5,26.1,43.9,24,55.9,40.5,97.5,67.8,77.1,139.5,273.1,42.8,61.7,173.6,87.2,140.5,127.7
207,24.4,22.5,20.5,41.1,22.3,43.3,30.2,68.8,50.1,56.1,96.5,163.2,33.4,46.9,108.7,61.8,84.4,85.5
208,26.5,24.7,22.2,42,22.8,47.2,33.3,77.5,55.5,62.5,109.4,194.5,36.3,51.5,127.4,69.5,100.4,98
209,29.5,27.9,24.8,43.3,23.6,52.9,38,90.5,63.6,72,129,244.8,40.6,58.2,157.1,81,126,117.3
210,29.5,27.9,24.8,43.3,23.6,52.9,38,90.5,63.6,72,129,244.8,40.6,58.2,157.1,81,126,117.3
211,23.3,21.4,19.6,40.6,22,41.2,28.5,64.4,47.3,52.8,89.9,147.9,31.8,44.4,99.3,57.9,76.5,79.2
212,42.1,41.5,35.3,47.6,26.3,77.1,58.7,151.2,99.3,114.9,222.1,523.1,58.4,87.3,313.5,134.5,267.4,211.9
213,29.3,27.6,24.6,43.2,23.6,52.6,37.7,89.6,63,71.4,127.6,241.2,40.3,57.7,155,80.2,124.2,115.9
214,29.1,27.4,24.4,43.1,23.5,52.2,37.4,88.7,62.5,70.8,126.3,237.7,40,57.3,153,79.4,122.4,114.6
215,21.2,19.2,17.8,39.6,21.4,37.3,25.4,56.1,42,46.6,77.7,120.5,28.9,39.8,82.5,50.5,62.5,67.5
216,22.3,20.3,18.7,40.1,21.7,39.3,27,60.4,44.7,49.8,84,134.5,30.4,42.3,91.1,54.3,69.7,73.5
217,24.4,22.5,20.5,41.1,22.3,43.4,30.2,69,50.2,56.3,96.8,163.8,33.4,46.9,109,62,84.7,85.7
218,27.4,25.6,23,42.4,23.1,49,34.8,81.4,58,65.4,115.3,209.2,37.6,53.5,136.2,72.9,107.9,103.8
219,29.3,27.7,24.6,43.2,23.6,52.6,37.8,89.8,63.2,71.6,128,242.1,40.3,57.8,155.6,80.4,124.7,116.3
220,29.4,27.8,24.7,43.3,23.6,52.8,37.9,90.3,63.4,71.9,128.6,243.9,40.5,58.1,156.6,80.8,125.6,116.9
221,31.4,29.8,26.3,44,24,56.5,41,98.9,68.7,78.1,141.7,279.1,43.2,62.4,177.1,88.4,143.6,129.9
222,33.4,32,28,44.7,24.5,60.3,44.2,108.1,74.2,84.7,155.7,318.3,46,67,199.6,96.6,163.5,143.9
223,33.1,31.7,27.8,44.7,24.4,59.9,43.8,107,73.5,83.9,154.1,313.7,45.7,66.4,196.9,95.6,161.2,142.3
224,36.6,35.5,30.8,45.9,25.2,66.6,49.5,123.8,83.4,95.8,179.7,389.1,50.7,74.5,239.6,110.4,199.5,168.3
225,35.5,34.3,29.8,45.5,24.9,64.4,47.6,118.1,80.1,91.8,171,363.1,49,71.8,224.9,105.4,186.2,159.5
226,26.4,24.5,22.1,42,22.8,47,33.1,76.9,55.2,62.1,108.6,192.3,36.1,51.2,126.2,69,99.3,97.2
227,39.3,38.5,33,46.8,25.7,71.7,54,137,91.1,105,200.1,452,54.5,80.7,274.5,122,231.4,189.1
228,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,
235,32.7,31.3,27.4,44.5,24.3,59,43.1,104.9,72.3,82.4,150.9,304.7,45.1,65.4,191.8,93.8,156.6,139.1
236,27.8,26.1,23.4,42.6,23.2,49.8,35.4,83.2,59.1,66.7,118,216.2,38.2,54.4,140.3,74.6,111.5,106.4
237,32.5,31.1,27.3,44.4,24.3,58.7,42.8,104.2,71.8,81.9,149.7,301.4,44.8,65,189.9,93.1,154.9,137.9
238,34.5,33.2,29,45.2,24.7,62.5,46.1,113.6,77.4,88.6,164,342.5,47.7,69.6,213.3,101.4,175.8,152.4
239,33.6,32.3,28.2,44.8,24.6,60.8,44.6,109.4,75,85.6,157.7,324.2,46.4,67.6,202.9,97.8,166.5,146
240,30.8,29.3,25.9,43.8,23.9,55.5,40.1,96.5,67.2,76.4,138,269.1,42.5,61.2,171.3,86.3,138.5,126.3
241,33.4,32,28,44.8,24.5,60.4,44.3,108.4,74.3,84.9,156.1,319.5,46.1,67.1,200.2,96.8,164.1,144.3
242,32,30.5,26.9,44.2,24.2,57.7,42,101.9,70.5,80.2,146.2,291.6,44.1,63.9,184.3,91.1,149.9,134.4
243,30.8,29.2,25.8,43.8,23.9,55.4,40.1,96.3,67.1,76.2,137.7,268.1,42.4,61.1,170.7,86.1,138,125.9
244,26.5,24.7,22.2,42,22.8,47.2,33.3,77.5,55.5,62.5,109.4,194.5,36.3,51.5,127.4,69.5,100.4,98
245,25.6,23.7,21.5,41.6,22.6,45.5,31.9,73.6,53.1,59.7,103.6,180.1,35,49.4,118.9,66,93,92.3
246,35,33.8,29.4,45.3,24.8,63.4,46.8,115.8,78.8,90.2,167.5,352.6,48.3,70.7,219,103.4,180.9,155.9
247,31.5,30,26.4,44,24.1,56.7,41.2,99.4,69,78.4,142.4,281.2,43.4,62.7,178.3,88.9,144.6,130.6
248,33,31.6,27.7,44.6,24.4,59.5,43.5,106.2,73.1,83.4,152.9,310.3,45.5,66,195,94.9,159.4,141.1
249,29.8,28.2,25,43.4,23.7,53.5,38.5,91.9,64.4,73,131,250.2,41,58.9,160.3,82.2,128.8,119.3
250,32.7,31.3,27.4,44.5,24.3,59,43.1,104.9,72.3,82.4,150.9,304.7,45.1,65.4,191.8,93.8,156.6,139.1
251,26.4,24.6,22.2,42,22.8,47.1,33.2,77.1,55.3,62.3,108.8,193.1,36.2,51.3,126.6,69.1,99.6,97.5
252,34.2,32.9,28.7,45.1,24.7,62,45.6,112.2,76.6,87.6,161.9,336.3,47.3,68.9,209.8,100.2,172.6,150.2
253,26.8,25,22.5,42.2,22.9,47.8,33.8,78.8,56.4,63.5,111.4,199.5,36.8,52.2,130.4,70.7,102.9,100
254,31.4,29.9,26.4,44,24.1,56.6,41.1,99.1,68.8,78.3,142.1,280.2,43.3,62.5,177.7,88.7,144.1,130.3
255,33.4,32,28,44.8,24.5,60.4,44.3,108.4,74.3,84.9,156.1,319.5,46.1,67.1,200.2,96.8,164.1,144.3
256,30.7,29.2,25.8,43.8,23.9,55.3,40,96,66.9,76,137.3,267.2,42.3,61,170.2,85.9,137.5,125.5
257,31.6,30.1,26.6,44.1,24.1,57,41.4,100.1,69.4,79,143.6,284.3,43.6,63,180,89.5,146.2,131.8
258,27.7,25.9,23.2,42.5,23.2,49.5,35.2,82.6,58.7,66.3,117.1,213.8,38,54.1,138.9,74,110.2,105.5
259,32.9,31.4,27.6,44.6,24.4,59.3,43.4,105.7,72.8,83,152.1,308.1,45.3,65.8,193.7,94.5,158.3,140.3
260,28.3,26.5,23.7,42.8,23.3,50.6,36.1,85.1,60.3,68.1,120.8,223.4,38.8,55.4,144.6,76.2,115.1,109.2
261,32.3,30.8,27.1,44.3,24.3,58.3,42.5,103.1,71.2,81.1,148.1,297,44.5,64.5,187.4,92.2,152.7,136.3
262,43.1,42.7,36.2,48,26.5,79.1,60.4,156.5,102.3,118.6,230.4,550.5,59.9,89.7,328.5,139.2,281.3,220.6
263,53,53.8,44.5,50.7,28.1,98.5,77.7,210.9,132.5,155.6,316.1,856.3,74.1,113.6,491,187,435.6,311.2
264,56.4,57.7,47.3,51.6,28.7,105.1,83.8,230.4,143.2,168.7,347.2,976.5,78.9,121.9,553.4,204.2,496.2,344.8
265,43.6,43.2,36.6,48.1,26.5,80.1,61.3,159.2,103.8,120.5,234.6,564.7,60.6,91,336.2,141.6,288.5,225
266,42.6,42.1,35.7,47.8,26.4,78.1,59.5,153.8,100.8,116.7,226.2,536.6,59.2,88.5,320.9,136.9,274.2,216.2
267,16.8,14.7,14.1,37.1,19.9,29.1,19.1,40,31.3,34.3,54.3,73.1,22.7,30.5,52.3,36.1,38.1,45.7
268,17.3,15.3,14.5,37.5,20.1,30.1,19.8,41.9,32.6,35.8,57.1,78.3,23.5,31.7,55.7,37.9,40.8,48.3
269,18.9,16.9,15.9,38.4,20.6,33.1,22.1,47.7,36.4,40.2,65.4,94.7,25.7,35,66.2,43,49.2,55.9
270,22.3,20.4,18.8,40.1,21.7,39.4,27.1,60.5,44.8,50,84.2,135,30.5,42.3,91.4,54.4,69.9,73.7
271,23.9,22,20.1,40.9,22.2,42.4,29.4,66.8,48.8,54.7,93.5,156.2,32.7,45.8,104.4,60,80.8,82.6
