,2,1,12,3,13,14,15,16,18,7,4,5,6,9,11,8,10,17,
105,13.0,14.0,,,,,,,,,,19.0,,,45.0,,,,
106,16.0,17.0,,,,,,,,,,,,,62.0,,,38.5,
107,,14.0,,,,,,,,,,,,,,,,26.5,
108,,15.0,,,,,,,,,,,,,,,,38.5,
109,,16.0,,,20.5,,45.3,,,,,,,,,,,,
110,,14.0,,,,,34.3,,,,,,,,,,,,
111,,16.0,,,,,45.3,,,,,,,,,,,,
112,13.0,14.0,,,,,,,,,,20.0,,,48.0,,,,
113,13.0,16.0,,,,,,,,,,20.0,,,48.0,,,,
114,13.0,16.0,,14.0,,,,,,,,20.0,,,70.0,,35.0,45.0,
115,13.0,15.5,,13.5,,,,,,,,,,36.5,65.0,,37.5,38.5,
116,,20.0,,,,,,,,,,,,,39.0,,55.0,,
117,13.5,12.0,,,,,,,,,,,,,30.0,,,,
118,13.5,15.0,,,,,,,,,,,,,,,,,
119,13.5,12.0,,,,,,,,,,22.0,,,,,,,
120,13.5,15.0,,,,,,,,,,,,,,,,,
121,13.5,16.0,,,,,,,,,,,,,,,,,
122,13.5,16.0,,,,,,,,,,,,,48.0,,,,
123,13.5,,56.0,15.0,,,42.0,,,,,,,,,,,,
124,,17.0,,,,,,,,,,,,,48.0,,,,
125,13.5,13.5,54.3,,20.5,,44.8,,,14.5,,,,25.5,45.0,39.0,26.5,,
126,,18.0,,,,,,,,,,,,34.0,,,,,
127,15.5,17.0,,,,,,,,,,20.0,,,,,,29.5,
128,12.0,13.5,,11.0,,,,,,14.5,,,,,,26.0,22.3,,
129,14.0,17.5,50.0,,,,,36.0,,,,,,,78.0,,41.5,,
130,14.0,12.5,,14.0,,,30.0,,,,,,,,40.0,,,,
131,14.0,15.0,,,,,,,,,,20.0,,,32.0,,,20.0,
132,,22.5,,,,,,,,,,,,,80.0,,,72.5,
133,14.0,17.5,,12.0,,,,,,,,,,,56.0,,,,
134,14.0,15.0,63.0,,,,36.0,,,,,,,,48.0,,,,
136,14.0,16.5,,15.5,,,69.3,,,19.0,,,,38.5,75.0,,39.5,49.5,
137,14.5,15.5,,,,,,,,,,,,28.5,,52.0,,,
138,14.5,,70.0,13.0,,,42.0,,,,,,,,48.0,,,,
139,15.0,15.5,,12.5,,,,,,20.0,,,,32.5,70.0,,37.0,45.5,
140,15.0,18.0,,,,,,,,,,20.0,,,48.0,,,,
141,15.0,16.0,,14.0,,,,,,,,,,,56.0,,45.0,,
142,15.0,17.0,77.0,,,,63.0,,,,,,,,,,,,
143,15.0,18.0,,16.0,,,,,,,,22.0,,,90.0,,56.0,67.0,
144,,,,,,,,,,,,,,,,,,,
145,12.0,15.0,,,,,,,,,,,,,43.0,,,,
146,16.0,19.0,,,,,,,,,,22.0,,,45.0,,,,
147,,19.0,,,,,,,,,,20.0,,,,,,,
148,16.0,19.5,,,,,,,,,,,,,67.0,,,,
149,16.0,17.0,,,,,,,,,,22.0,,,,,,,
150,11.5,12.5,,11.0,,,,,,,,,,,,24.0,18.8,,
151,17.0,17.0,,14.0,,,,,,,,20.0,,,80.0,,39.0,49.0,
152,17.0,18.5,81.0,15.0,,,,,,,,,,,65.0,,39.0,,
153,17.0,17.5,,15.5,,,79.3,,,,,,,42.5,85.0,,47.0,63.5,
154,18.5,18.5,,14.0,,,,,,,,,,32.0,57.0,,35.5,45.5,
155,19.0,21.0,,18.0,,,,,,28.0,,,37.0,,,,,,
156,19.0,,,,,,,,,,,,,,85.0,,65.0,,
157,22.0,24.0,,19.0,,,,,,30.5,,,41.0,,,,,,
158,22.0,24.0,,21.0,,,,,,31.0,,,41.0,,,,,,
159,22.0,24.0,,21.0,,,,,,31.0,,,41.0,,,,,,
160,24.0,26.0,,23.0,,,,,,,,,43.0,,,,,,
161,25.5,28.5,175.0,23.5,,,100.0,,,32.0,,,,56.0,87.0,,60.5,,
162,25.5,28.5,175.0,23.5,,,100.0,,,32.0,,,,56.0,87.0,,60.5,,
163,23.5,24.5,,,,,,,,,,,,,120.0,,74.0,,
164,30.0,36.0,157.5,31.0,44.0,58.5,168.0,73.0,138.0,43.0,43.0,,54.0,72.0,123.0,119.0,72.0,105.0,
165,,26.5,,,,,,,,,,,,,115.0,,,,
166,,26.5,,,,,,,,,,,,,,,74.0,,
167,14.0,13.0,,,,,,,,,,,,,70.0,,,,
168,,17.0,91.0,,,,,,,,,,,,,,,,
169,,19.0,105.0,,,,,,,,,,,,,,,,
170,,19.0,168.0,,,,,,,,,,,,,,,,
171,37.5,42.5,,,,,,,,,,,,76.0,172.0,,86.0,,
172,50.5,56.5,,,,,,,,,,,,101.0,249.0,,100.0,,
173,,13.0,77.0,,,,,,,,,,,,,,,,
174,9.0,,,,,,,,,12.0,,,,,,,,,
175,9.0,11.0,,,,,,,,,,,,,32.0,,,,
176,10.0,12.0,,,,,,,,14.5,,,,,,,,,
177,,12.0,,,,,,,,,,,,,30.0,,,,
178,,,33.0,13.0,,,30.0,,,,,,,,35.0,,,,
179,,,56.0,,,,40.0,,,,,,,,40.0,,,,
180,,14.0,44.0,,,,30.0,,,,,,,,,,23.0,,
181,,13.0,,,,,,,,,,,,,38.0,,,,
182,,15.0,63.0,,,,42.0,,,,,,,,40.0,,,,
183,,15.0,,,,,,,,15.5,,,,,,,27.5,,
184,,,,,,,,,,,,,,,40.0,,30.0,,
185,,14.0,44.0,,,,28.0,,,,,,,,48.0,,,,
186,,15.0,,,,,,,,,,,,,39.0,,,,
187,,16.0,,,,,,,,,,,,,43.0,,,25.0,
188,,,,,,,61.3,,,,,,,31.0,,,,,
189,,16.0,,,,,,,,,,22.0,,,48.0,,,,
190,,16.0,,,,,79.3,,,,,18.0,,,85.5,,42.0,56.5,
191,,19.5,,,,,,,,24.5,,,,,67.0,,,,
192,,19.5,,18.0,,,,,,23.5,,,32.0,,69.0,,38.5,,
193,20.0,22.0,173.0,,,,,,,,,,,49.0,,,,,
194,,19.0,,,,,,,112.0,,,22.0,,,100.0,,57.0,85.5,
195,,21.5,,,,,,,,27.5,,,,,81.5,,,,
197,,25.0,,,,,,,,,,,,,91.0,,61.5,,
198,,24.5,,,,,,,,29.5,,,,,86.0,,,,
199,,28.5,,,,,,,,34.5,,,,,96.0,,,,
200,,,,,,,,,,,,,,,,,,,
201,16.0,,154.0,,,,,,,22.0,,,,,60.0,,,,
202,18.5,,210.0,,,,,,,23.0,,,,,,,,,
203,18.5,,,,,,,,,23.0,,,,,,,41.0,,
204,29.5,,,,,,,,,34.0,,,,,,,53.0,,
205,29.5,,,,,,,,,34.5,,,,,,,51.0,,
206,32.5,,,,,,,,,,,,,,,,71.0,,
207,,,,,,,,,,,,,,,85.0,,65.0,,
208,,29.0,,31.5,,,,,,32.5,,,39.0,,110.0,,53.0,,
209,,,,,,,,,,,,,,,,,72.0,,
210,,,,,,,,,,,,,,,,,72.0,,
211,,23.5,120.0,,,,,,,,,,,,90.0,,74.0,,
212,,37.5,580.0,,,,,,,,,,,,226.0,,104.0,,
213,21.5,22.0,,,,,,,,,,,,72.0,166.0,,,,
214,,31.5,,,,,,,,35.0,,,,,,,,,
215,,21.5,,17.5,,,,,,,,,,,,,,,
216,,22.5,,18.5,,,,,,,,,,,,,,,
217,,24.5,,20.5,,,,,,,,,,,,,,,
218,27.5,27.5,203.0,22.5,,,,,,,,,,,,,,,
219,,29.5,,24.5,,,,,,,,,,,,,,,
220,,,,,,,,,,38.0,,,,,,,71.9,,
221,30.0,30.5,,,,,,,,,,,61.0,,,,74.5,,
223,31.0,34.0,,,,,,,,,,,,,,,,,
224,37.5,,,,,,,,,,47.0,,,,,,91.0,,
225,,37.0,361.0,,,,,,,,,,,,168.0,,,,
226,24.5,,,,,,,,,,42.0,,,,,,,,
227,29.5,36.5,627.0,28.5,52.0,,,,,,46.0,,66.0,76.0,226.0,147.0,97.0,,
235,31.0,,,,45.0,,,,,,,,,73.0,,,,,
236,28.0,28.0,224.0,23.0,,,,,,,,,,,,72.0,70.0,,
237,32.0,31.0,266.0,28.0,,,201.3,,,,,,,,,115.0,,,
238,33.0,33.0,350.0,28.0,,,,,,,,,,,,129.0,79.0,,
239,,,378.0,,,,,,,,,,,,,87.0,,,
240,30.0,29.0,273.0,,,,,,,,,,,,,,,,
241,29.0,31.0,378.0,,,,,,,,,,,,,96.0,,,
242,32.0,31.0,273.0,,,,,,,,,,,,,111.0,,,
243,27.0,,280.0,,,,,,,,,,,,,,,,
244,28.0,,182.0,,,,,,,,,,,,,,,,
245,27.0,,168.0,,,,,,,,,,,,,,,,
246,33.0,,378.0,,,,,,,,,,,,,,82.0,,
247,,30.0,294.0,,,,,,,,,,,,,96.0,,,
248,28.0,29.0,350.0,,,,,,,,,,,,,,,,
249,31.0,29.0,,,,,,,,,,,,,,87.0,,,
250,30.0,29.0,329.0,,,,,,,,,,,,,,,,
251,27.0,27.0,168.0,,,,,,,,,,,,,87.0,,,
252,30.0,38.0,,,,,,,,,,,,,,,,,
253,27.0,28.0,,,,,,,,,,,,,,72.0,,,
254,31.0,,266.0,,,,,,,,,,,,,104.0,,,
255,32.0,,371.0,,,,,,,,,,,,,87.0,,,
256,,31.0,266.0,,,,,,,,,,,,,96.0,,,
257,,31.0,287.0,,,,,,,,,,,,,,,,
258,28.0,,,,,,,,,,,,,,,78.0,,,
259,32.0,,308.0,,,,,,,,,,,,,104.0,,,
260,33.0,,196.0,,,,,,,,,,,,,87.0,,,
262,,,483.0,,,,,,,,,,,,,,147.0,,
263,62.0,63.0,735.0,,,,,,,,,,,,,,155.0,,
264,78.0,,833.0,,,,,,,,,,,,,,,,
265,,51.5,510.0,,,,,,,,,,,,256.0,,114.0,,
266,,,,,,,,,,,,,,,226.0,,,,
267,,15.0,77.0,,,,,,,,,,,,,,,,
268,,18.0,77.0,,,,,,,,,,,,,,,,
269,,,105.0,,,,,,,,,,,,56.5,,,,
270,,,129.5,,,,,,,,,,,,89.5,,,,
271,,,161.0,,,,,,,,,,,,89.5,,,,
261,,33.0,294.0,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,
222,31.0,,,,,,,,,,,,,,,,87.0,,
196,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,
